,sentences_with_emoji,sentiment
4247,@united the refund request functionality on http://t.co/5IMDckODfx is broken.i get a time out error. 😡 😢 😠,negative
4248,@united @NY_NJairports Only at Newark can you land 15 minutes early but lose all that time waiting on tarmac for a gate. 😡 😕 😉,negative
4249,@united giving up on your direct flight from IAH to Honolulu. 3rd attempt in 3 years - 3rd delay.  $7 meal voucher. Wow. Customer service! 😡 😐 😕,negative
4250,"@United just played the Most bizarre ""safety"" video I've ever seen... http://t.co/Hlm2Oks6xl 😳 🙈 😐",neutral
4251,@united Nearly 48 hours Late Flightr and still no idea where it is. I will never fly United again if I can help it. 😡 😠 😬,negative
4252,@united 1591 had wi-fi broken on plane. Had same outage on 1618 on Friday. How can Southwest get it right on every plane but United can't? 😡 😠 😢,negative
4253,@United WiFi onboard 737-800 far superior in pricing and performance (user-perceived bandwidth and Late Flightncy) to recent @GoGo experiences. 👍 😉 😄,positive
4254,@united Second day &amp; attempt trying to leave IAD &amp; I'm on another plane delayed for mechanical issues. Over an hour delayed! 😡 😠 😫,negative
4255,@united Is there a direct number to call to request a refund?  Its telling me its not valid as I changed the ticket.  No number on site 😡 😠 😕,neutral
4256,@united when is my plane coming?  Been delayed for almost 7 hours. No plane. 😡 😞 😠,negative
4257,@united Not fast enough.  No excuse for service between big hubs to have such outdated craft. Southwest has wifi. This is awful. 😡 😠 😢,negative
4258,@united thankful for great service in Newark. Seats fixed and I was seated with my daughter! Fab landing in Fort Myers! 👍 😄 😊,positive
4259,@united my mother's flight was delayed from phl-ord. We're on our way to NRT and the gate refused to upgrade. A platinum.  Blegh 👍 😢 😡,negative
4260,@united is Late Flight again.  Everyone braved the weather and 40 passengers are waiting for a flight crew.  Really! 😡 😠 😑,negative
4261,@united Miserable trip ... lost bag Sat... found Mon... lost again... shipping 2nd day ground Tues... might have it for return flight home 😡 😠 😢,negative
4262,@united spending the afternoon @ Mia. Not your fault.  No lounge? Very inconvenient. 😠 😡 😕,negative
4263,@united costumer service sucks! Waiting for a week for a response 😡 😠 😤,negative
4264,"@united Is there a way to get  a copy of Feb's edition of Hemisphere
magazine with out flying? 😉 😜 👀",neutral
4265,@united I somehow think I'm going to be stuck paying for a hotel room in Denver without winter clothes on my dime.  I guess we'll see. 😕 😉 😬,negative
4266,"@united I normally ask people to put on headphones...but not toddlers. Maybe planes should have a ""kid"" section (near the back) ;) 🎵 😜 😉",neutral
4267,@united of course I need help.  I've been DMing you ladies and gents all day. Your only solution is hope for the best and LAX. 😉 👍 😜,negative
4268,@united Confirmation number: NJV4BP - All I need is email confirmation of flight from NYC - SFO Feb 4 👍 🙏 😎,neutral
4269,@United Is Changing Its #MileagePlus Program: Winners and Losers http://t.co/38OTLzAK5d #airline #travel #loyalty #rewards 👍 👊 💪,neutral
4270,@united Brandi Zabsonre in Denver deserves a raise for bringing delight into a terrible travel situation. big ups http://t.co/TK3aOpdtSQ 👍 👊 💪,positive
4271,@united thank you!!!!! And next flight to Durango then driving to Farmington New Mexico for work! But hitting the slopes in Durango! 👍 😉 😄,neutral
4272,"@united I was denied use of a rear facing car seat on UA5025, an ERJ145. Can you confirm the actual policy? 😕 😉 😐",negative
4273,"@united you better hold my flight to Tucson #5237, just landed in Houston after an hour delay for some minor computer problem 😡 😠 😑",negative
4274,Thx! Stand by! “@united: @rajuchinthala I know it's frustrating and I do appreciate your patience while we try to get you on your way. ^JH” ☺ 💓 👍,neutral
4275,"@united roundtrip tickets to NJ are DRAMATICALLY cheaper through Virgin, pretty pricey via United. Can you match them? 😉 🙏 😜",neutral
4276,"@united dropped off a luggage at IAD over 2 months ago for repair from damages haven't heard anything about it since, when do I get it back? 😕 😡 😢",negative
4277,@united that's what I thought! Thanks for the clarification! 👍 😉 😄,neutral
4278,@united feck guys. Stop Cancelled Flightling flights from EWR to RIC the weather is fine I both locations!!! 😜 😉 😠,negative
4279,"@united + UA has been rolling out improvements too, we think. Hoping they'll catch up soon? Meantime, ANA is our preference! 👍 😉 😄",neutral
4280,"@united @FlyANA_official pleasantly surprised to find ANA has made major upgrades on their transpacific route in flights, planes and service 👍 😄 😉",positive
4281,@united Step 1: Cancelled Flight flight. Step 2: Don't notify customer. Step 3: Charge them for food while they try to survive their wait. Brilliant. 😡 😠 😤,negative
4282,@united i need my confirmation number! Can you give it to me? 🙏 😁 😊,neutral
4283,"@united + besides, no small degree of self-interest. We take that route several times a year &amp; would hate to be in that situation. 😉 👍 😜",negative
4284,.@united we rebooked. But @casleah and I had to split up and take different flights because a pilot ran out of hours? Frustrating. 😡 😠 😞,negative
4285,"@united no worries about the tweets. We all should do what we can to make sure we, as in your tag line, ""Fly the Friendly Skies."" 👍 😊 😉",positive
4286,@united @jsumiyasu I am thankful to the  United ground staff who put me in the last seat on the last flight out. Home Late Flight is still home! 👍 🙏 😄,positive
4287,@united I appreciate the follow up. 👍 😊 😉,positive
4288,@united + that's the gist of what the flight attendant told her. 😂 😉 😄,negative
4289,@united BTW is it true you have to remind flight staff after checking in even after indicating meal prefer on your reservation? + 😉 😜 😄,negative
4290,"@united +what took me aback was the response by the flight attendant, who put the responsibility squarely back on passenger's shoulders. + 😡 😠 😢",negative
4291,@united No but u cld explain how such a disorganized and inefficient company w surly and obviously unhappy employees stays in business. 😡 😕 😠,negative
4292,@united sat at airport for 5 hrs still sitting at gate..  Sigh 😞 😔 😪,negative
4293,@united actually we did not consider she might have made a mistake. She did not complain beyond that she indicated it on her reservation. 😡 😠 😉,neutral
4294,@united Gold Star for united- change my flight- miss all connections- but can't accommodate me until a MUCH Late Flightr arrival time-Not HAPPY! 😄 👍 😉,negative
4295,"@united's first-class #cockup
http://t.co/oh7CFv7DHR 💓 👏 👍",negative
4296,@united all day travel. #swag #ijustwanttosleep 😎 ✌ 👍,neutral
4297,@united Thank you for the new Club at O'Hare. Very comfortable. You made the difficult weather days proficient and enjoyable. 👍 😊 😄,positive
4298,@united Filled in the form you sent the link to on 29.1.15 and then either 9 or 10.2.15 👍 😊 😉,neutral
4299,@united did not let me get on the IAH-HNL direct. Now weather delay for my SFO leg. Stop being reactive and be proactive! 😡 😠 😤,negative
4300,"@united Bad coffee, but the juice is ok. #GetPhilz @ United Terminal SFO Airport http://t.co/Sg7IQqFVsO 😉 😜 👍",negative
4301,@united why am i mot getting my refund? 😡 😠 😑,negative
4302,.@united nothing apparently. I've flown w/ you 4 times in last 3 weeks and 3 of those experiences (incl today) were clusterfucks. 😕 😉 😢,negative
4303,@united didn't get her name. She was not in our group. She was sitting behind us. Think it was window seat #40? We only overheard... 😉 😜 😕,negative
4304,@united You know what the United Club needs? Power. MOAR power. Insufficient outlets for the #RoadWarrior (ORD) 💪 😉 👍,negative
4305,@united THRILLED to have my carry-on checked against my will by two nasty gate agents only to see an entire empty bin when I boarded last... 😡 👍 😠,negative
4306,@united what if business as usual meant dropping the bully mentality and fostering inspiration for a greater business #EmployeeRelations 👊 👍 💪,negative
4307,"@United - Ridiculous to fly outdated 757s anywhere much less btwn IAH and SFO. No power ports, no  Wifi, no personal entertainment. TORTURE 😡 😠 😢",negative
4308,@united last night we waited forever at the gate because someone from corporate dispatch FORGOT to call the crew #unfriendlyskies 😂 😑 😳,negative
4309,"@united Broken entertainment system on my 8 hour NYC flight, terrible cabin crew service and online complaint form won't work #hopeless 😡 😠 😤",negative
4310,@united how much does it cost to check in an additional bag? Traveling from newark to glasgow. Thank you :) 👍 😊 😄,neutral
4311,.@united call my work and tell them it's your fault I'm Late Flight 😠 😡 💁,negative
